timestamp	script_id	model	status	weighted_avg	category	singular_vision	character_depth	thematic_ambition	emotional_specificity	world_originality	dialogue_language	boldness	label	outcome	error
2026-03-17T05:36:12.797332	Fantasy_Island_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T05:36:38.116508	Fast_Layne_1x01_-_Pilot	openai	success	5.2	Competent	5	6	4	5	6	6	4	loser	0	
2026-03-17T05:37:07.686148	Fear_The_Walking_Dead_1x01_-_Pilot	openai	success	6.4	Promising	6	7	7	7	5	6	6	loser	0	
2026-03-17T05:37:39.148632	Finding_Carter_1x01_-_Pilot	openai	success	6.6	Promising	6	7	6	7	7	7	7	loser	0	
2026-03-17T05:38:05.438682	First_Wives_Club_1x01_-_Pilot	openai	success	6.35	Promising	6	7	6	7	5	7	6	loser	0	
2026-03-17T05:38:34.112217	Flaked_1x01_-_Pilot	openai	success	6.65	Promising	7	7	6	7	6	7	5	loser	0	
2026-03-17T15:43:50.278041	Flesh_and_Bone_1x01_-_Pilot	openai	success	7.7	Exceptional	8	8	7	8	7	7	9	loser	0	
2026-03-17T05:39:33.961983	Florida_Girls_1x01_-_Pilot	openai	success	7.2	Exceptional	8	7	7	7	7	7	6	loser	0	
2026-03-17T05:40:04.528224	For_the_People_1x01_-_Pilot	openai	success	5.6	Promising	5	6	6	6	5	6	5	loser	0	
2026-03-17T05:40:33.268568	Forever_1x01_-_Pilot	openai	success	6.15	Promising	6	7	6	6	6	6	5	loser	0	
2026-03-17T15:44:37.727586	Frankenstein_1x01_-_Pilot	openai	success	8.2	Exceptional	8	8	9	8	9	7	9	loser	0	
2026-03-17T18:17:25.200097	Frasier-1x01-Pilot	openai	success	6.95	Promising	7	7	7	7	6	8	6	winner	1	
2026-03-17T05:54:56.154261	Free_Agents_1x01_-_Pilot	openai	success	6.3	Promising	6	7	6	7	5	7	5	loser	0	
2026-03-17T18:18:49.242818	Frequency_1x01_-_Pilot	openai	success	0	Generic								loser	0	
2026-03-17T18:19:31.921614	Fresh_Off_the_Boat_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T18:20:30.899835	Friends-Pilot	openai	success	6.9	Promising	8	7	6	7	5	8	5	winner	1	
2026-03-17T05:57:27.937514	Friends_With_Benefits_1x01_-_Pilot	openai	success	5.65	Promising	6	6	5	6	4	7	4	loser	0	
2026-03-17T05:58:13.691712	Friends_with_Better_Lives_1x01_-_Pilot	openai	success	4.35	Competent	4	5	4	5	3	5	4	loser	0	
2026-03-17T15:46:52.174631	Fringe_1x01_-_Pilot	openai	success	6.4	Promising	6	7	6	7	7	5	7	loser	0	
2026-03-17T15:47:43.713083	Frontier_1x01_-_Pilot	openai	success	6.7	Promising	6	7	7	6	8	7	7	loser	0	
2026-03-17T18:21:30.587334	Full_House_1x01_-_Pilot	openai	success	3.85	Generic	4	5	3	4	3	4	2	winner	1	
2026-03-17T06:00:33.757391	Future_Tense_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:01:32.786203	GCB_1x01_-_Pilot	openai	success	4.6	Competent	4	5	5	5	4	5	4	loser	0	
2026-03-17T15:48:33.595826	Galavant_1x01_-_Pilot	openai	success	7.0	Exceptional	7	7	6	7	8	7	8	loser	0	
2026-03-17T06:03:05.716823	Game_Of_Silence_1x01_-_Pilot	openai	success	6.45	Promising	6	7	7	7	6	6	5	loser	0	
2026-03-17T06:04:01.758789	Gang_Related_1x01_-_Pilot	openai	success	5.65	Promising	5	6	6	6	5	5	8	loser	0	
2026-03-17T06:05:00.020312	Ghosted_1x01_-_Pilot	openai	success	6.8	Promising	6	7	7	7	7	7	8	loser	0	
2026-03-17T06:05:25.113089	Gilmore_Girls_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:06:10.484069	Girlboss_1x01_-_Pilot	openai	success	6.3	Promising	6	7	6	6	6	7	6	loser	0	
2026-03-17T06:07:15.528026	Girlfriends_Guide_To_Divorce_1x01_-_Pilot	openai	success	6.45	Promising	7	7	6	6	5	7	6	loser	0	
2026-03-17T06:08:13.668658	Girls-Pilot	openai	success	8.0	Exceptional	9	8	7	8	7	8	8	loser	0	
2026-03-17T06:09:03.210010	Glory_Daze_1x01_-_Pilot	openai	success	4.5	Competent	4	5	4	5	5	5	3	loser	0	
2026-03-17T06:09:52.278735	Glow_1x01_-_Pilot	openai	success	7.8	Exceptional	8	8	7	8	8	7	9	loser	0	
2026-03-17T06:10:40.306089	Go_Jerrod_Go_1x01_-_Pilot	openai	success	5.9	Promising	6	6	6	6	5	7	4	loser	0	
2026-03-17T06:11:30.613605	Go_On_1x01_-_Pilot	openai	success	5.6	Promising	5	6	6	6	5	6	5	loser	0	
2026-03-17T15:49:28.241246	God_Friended_Me_1x01_-_Pilot	openai	success	5.0	Competent	4	6	5	5	6	5	4	loser	0	
2026-03-17T06:13:19.437758	Godfather_Of_Harlem_1x01_-_By_Whatever_Means_Necessary	openai	success	7.8	Exceptional	8	8	8	8	7	7	8	loser	0	
2026-03-17T06:14:13.922114	Golden_Boy_1x01_Pilot	openai	success	4.75	Competent	4	6	5	5	4	5	3	loser	0	
2026-03-17T18:22:42.358020	Golden_Girls_1x01_-_Pilot	openai	success	8.8	Transcendent	9	9	8	9	9	9	8	winner	1	
2026-03-17T06:15:21.302915	Goliath_1x01_-_Pilot	openai	success	6.3	Promising	7	7	6	6	4	7	5	loser	0	
2026-03-17T06:16:04.616647	Gone_1x01_-_Pilot	openai	success	7.5	Exceptional	8	8	7	8	6	7	7	loser	0	
2026-03-17T06:16:44.860130	Good_Girls_1x01_-_Pilot	openai	success	6.95	Promising	6	8	7	7	7	7	7	loser	0	
2026-03-17T06:17:25.208140	Gotham_1x01_-_Pilot	openai	success	6.3	Promising	6	7	6	6	7	6	6	winner	1	
2026-03-17T06:17:43.431360	Grace_Under_Fire_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:18:28.489059	Graceland_1x01_-_Pilot	openai	success	5.85	Promising	6	6	5	6	7	5	6	loser	0	
2026-03-17T06:19:18.528696	Gracepoint_1x01_-_Pilot	openai	success	5.85	Promising	5	6	6	7	5	6	7	loser	0	
2026-03-17T06:19:54.202439	Grand_Hotel_1x01_-_Pilot	openai	success	5.8	Promising	6	6	5	6	6	6	5	loser	0	
2026-03-17T06:20:33.734514	Grandfathered_1x01_-_Pilot	openai	success	5.4	Competent	5	6	5	6	5	6	4	loser	0	
2026-03-17T06:21:12.498980	Great_News_1x01_-_Pilot	openai	success	6.5	Promising	7	7	6	6	6	7	5	loser	0	
2026-03-17T06:21:30.151979	Greek_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:22:10.191405	Greenleaf_1x01_-_Pilot	openai	success	6.7	Promising	6	7	7	7	7	7	6	loser	0	
2026-03-17T06:22:47.652875	Grimm_1x01_-_Pilot	openai	success	5.7	Promising	6	6	5	5	7	5	6	loser	0	
2026-03-17T06:23:26.893348	Ground_Floor_1x01_-_Pilot	openai	success	4.75	Competent	5	5	5	4	5	5	3	loser	0	
2026-03-17T06:24:00.147091	Guerrilla_1x01_-_Pilot	openai	success	7.8	Exceptional	8	8	8	8	7	7	8	loser	0	
2026-03-17T06:24:34.067928	Guilt_1x01_-_Pilot	openai	success	5.35	Competent	5	6	5	6	5	5	5	loser	0	
2026-03-17T06:25:23.871568	Guys_With_Kids_1x01_-_Pilot	openai	success	4.45	Competent	4	5	4	5	4	5	4	loser	0	
2026-03-17T15:50:22.943992	Gypsy_1x01_-_Pilot	openai	success	5.6	Promising	5	7	6	6	4	5	5	loser	0	
2026-03-17T06:26:53.949970	HULU - The Path 1x01 (Pilot)	openai	success	7.4	Exceptional	7	8	8	8	6	7	7	loser	0	
2026-03-17T06:27:11.253984	Hack_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T15:51:14.368094	Hand_Of_God_1x01_-_Pilot	openai	success	7.4	Exceptional	7	7	8	8	7	7	9	loser	0	
2026-03-17T06:28:10.620594	Hanna_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T15:52:08.538192	Hannibal_1x01	openai	success	8.3	Exceptional	9	8	8	8	8	8	9	loser	0	
2026-03-17T14:43:49.570973	Hannibal_1x01_-_Pilot	openai	success	8.6	Transcendent	9	8	9	9	8	8	9			
2026-03-17T06:29:32.379909	Hap_&_Leonard_1x01_-_Pilot	openai	success	6.85	Promising	7	7	6	7	6	8	7	loser	0	
2026-03-17T06:30:08.301062	Happily_Divorced_1x01_-_Pilot	openai	success	5.35	Competent	7	5	4	5	5	6	3	loser	0	
2026-03-17T18:23:45.665291	Happy!_1x01_-_Pilot	openai	success	7.7	Exceptional	8	7	7	8	8	8	9	loser	0	
2026-03-17T06:31:43.340022	Happy_Together_1x01_-_Pilot	openai	success	5.5	Competent	5	6	6	5	6	6	4	loser	0	
2026-03-17T06:32:25.424847	Happyland_1x01_-_Pilot	openai	success	7.05	Exceptional	7	7	7	7	8	7	6	loser	0	
2026-03-17T06:33:07.832171	Harry's_Law_1x01_-_Pilot	openai	success	6.45	Promising	7	7	6	6	5	7	6	loser	0	
2026-03-17T06:33:58.714868	Hart_Of_Dixie_1x01_-_Pilot	openai	success	5.2	Competent	5	6	5	5	5	6	3	loser	0	
2026-03-17T06:34:44.478225	Haven_1x01_-_Pilot	openai	success	5.55	Promising	5	6	5	6	6	6	5	loser	0	
2026-03-17T06:35:29.921632	Heart_Matters_1x01_-_Pilot	openai	success	6.55	Promising	7	7	6	6	6	7	6	loser	0	
2026-03-17T18:25:03.528952	Heathers_1x01_-_Pilot	openai	success	7.35	Exceptional	8	7	7	7	6	8	9	loser	0	
2026-03-17T06:36:55.019927	Heist_1x01_-_Pilot	openai	success	6.6	Promising	7	7	6	6	6	7	7	loser	0	
2026-03-17T06:37:38.841756	Helix_1x01_-_Pilot	openai	success	5.6	Promising	5	6	6	5	7	5	6	loser	0	
2026-03-17T18:26:06.209589	Hell_on_Wheels_1x01_-_Pilot	openai	success	6.6	Promising	6	7	7	6	8	6	7	loser	0	
2026-03-17T06:39:02.652883	Hellcats_1x01_-_Pilot	openai	success	4.9	Competent	5	5	4	5	5	6	4	loser	0	
2026-03-17T06:39:38.224780	Herd_Mentality_1x01_-_Pilot	openai	success	5.0	Competent	4	6	5	5	5	6	4	loser	0	
2026-03-17T15:55:31.885589	Here_Comes_The_Neighborhood_1x01_-_Pilot	openai	success	5.35	Competent	5	6	6	5	5	5	5	loser	0	
2026-03-17T18:27:09.106165	Heroes_1x01_-_Pilot	openai	success	0	Generic								winner	1	
2026-03-17T15:56:37.761561	High_Moon_1x01_-_Pilot	openai	success	6.6	Promising	6	7	7	6	8	6	7	loser	0	
2026-03-17T06:42:51.826461	Highston_1x01_-_Pilot	openai	success	7.45	Exceptional	8	7	7	8	7	8	6	loser	0	
2026-03-17T06:44:01.255796	Hindsight_1x01_-_Pilot	openai	success	5.4	Competent	5	6	5	6	5	6	4	loser	0	
2026-03-17T06:45:05.040294	Hit_the_Floor_1x01_-_Pilot	openai	success	6.4	Promising	6	7	6	7	6	7	5	loser	0	
2026-03-17T06:46:14.171050	Hit_the_Road_1x01_-_Pilot	openai	success	7.45	Exceptional	7	8	7	8	7	7	9	loser	0	
2026-03-17T06:46:38.048664	Hollyweird_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:49:31.703085	Home_Game_1x01_-_Pilot	openai	success	5.25	Competent	4	6	6	5	6	6	4	loser	0	
2026-03-17T06:51:19.123854	Homecoming_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	7	7	7	6	loser	0	
2026-03-17T18:28:04.995925	Homeland_1x01_-_Pilot	openai	success	7.55	Exceptional	7	8	8	8	7	7	8	winner	1	
2026-03-17T06:52:19.645212	Homeland_Security_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:53:23.468571	Horizon_1x01_-_Pilot	openai	success	6.5	Promising	6	7	6	7	7	6	7	loser	0	
2026-03-17T06:54:26.420108	Hostages_1x01_-_Pilot	openai	success	5.45	Competent	5	6	5	6	5	5	7	loser	0	
2026-03-17T06:55:22.304889	Hot_Zone_1x01_-_053	openai	success	6.7	Promising	7	7	6	7	7	6	6	loser	0	
2026-03-17T06:55:41.761479	Hotel_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T18:29:03.004377	Houdini_&_Doyle_1x01_-_Pilot	openai	success	7.25	Exceptional	7	7	8	7	8	7	7	loser	0	
2026-03-17T06:56:45.275266	House_Calls_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T06:57:21.738968	How_To_Be_A_Gentleman_1x01_-_Pilot	openai	success	4.55	Competent	4	5	4	5	5	5	4	loser	0	
2026-03-17T06:58:06.074055	How_To_Get_Away_With_Murder_1x01_-_Pilot	openai	success	6.65	Promising	6	7	7	6	7	7	8	winner	1	
2026-03-17T06:58:47.142430	How_to_Live_With_Your_Parents_For_the_Rest_of_Your_Life_1x01_-_Pilot	openai	success	5.15	Competent	5	6	5	5	4	6	4	loser	0	
2026-03-17T06:59:30.252219	How_to_Teach_Filthy_Rich_Girls_(Privileged)_1x01_-_Pilot	openai	success	4.75	Competent	5	5	4	5	4	6	3	loser	0	
2026-03-17T15:58:48.496990	Huge_1x01_-_Pilot	openai	success	6.3	Promising	6	7	6	6	7	6	6	loser	0	
2026-03-17T07:01:10.911196	Human_Target_1x01_-_Pilot	openai	success	6.95	Promising	7	8	7	6	6	7	7	loser	0	
2026-03-17T07:01:59.145362	Humans_1x01_-_Pilot	openai	success	7.5	Exceptional	7	8	8	8	7	7	7	loser	0	
2026-03-17T07:02:27.098089	Hunters_1x01_-_Pilot	openai	success	1.9	Generic	2	2	2	2	2	1	2	loser	0	
2026-03-17T18:30:10.733553	I'm_Dying_Up_Here_1x01_-_Pilot	openai	success	5.9	Promising	5	6	6	6	7	6	7	loser	0	
2026-03-17T07:03:49.991132	I'm_Sorry_1x01_-_Pilot	openai	success	6.9	Promising	7	7	7	7	6	7	7	loser	0	
2026-03-17T07:04:19.678730	ICE_1x01_-_Pilot	openai	success	7.0	Exceptional	6	8	7	7	8	7	6	loser	0	
2026-03-17T07:04:49.883778	I_Am_the_Night_1x01_-_Pilot	openai	success	7.65	Exceptional	8	8	8	7	7	7	8	loser	0	
2026-03-17T07:05:17.909584	I_Feel_Bad_All_Day_Everyday_About_Everything_1x01_-_Pilot	openai	success	6.45	Promising	7	7	6	6	5	7	6	loser	0	
2026-03-17T07:05:50.066592	I_Hate_My_Teenage_Daughter_1x01_-_Pilot	openai	success	4.55	Competent	4	5	4	5	5	5	4	loser	0	
2026-03-17T07:06:23.753207	I_Just_Want_My_Pants_Back_1x01_-_Pilot	openai	success	4.75	Competent	5	5	4	5	4	6	3	loser	0	
2026-03-17T07:06:53.499710	I_Live_With_Models_1x01_-_Pilot	openai	success	6.05	Promising	6	6	5	6	7	7	6	loser	0	
2026-03-17T07:07:26.352654	I_Love_Dick_1x01_-_Pilot	openai	success	7.9	Exceptional	8	8	8	8	7	8	8	loser	0	
2026-03-17T07:08:05.334966	Imaginary_Mary_1x01_-_Pilot	openai	success	6.8	Promising	7	7	6	7	7	7	6	loser	0	
2026-03-17T07:08:41.279941	Impastor_1x01_-_Pilot	openai	success	4.7	Competent	5	4	4	5	5	5	6	loser	0	
2026-03-17T16:01:11.323461	Imposters_1x01_-_Pilot	openai	success	6.05	Promising	6	6	5	6	7	7	6	loser	0	
2026-03-17T07:09:34.326039	Impulse_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:10:10.370899	In_Between_Lives_1x01_-_Pilot	openai	success	5.35	Competent	5	6	5	6	4	6	5	loser	0	
2026-03-17T07:10:49.313669	In_Contempt_1x01_-_Welcome_to_Hell	openai	success	6.7	Promising	6	7	7	7	7	7	6	loser	0	
2026-03-17T07:11:25.508877	In_The_Dark_1x01_-_Pilot	openai	success	7.6	Exceptional	8	8	7	7	7	8	8	loser	0	
2026-03-17T07:12:24.434702	Inbetweeners_1x01_-_Pilot	openai	success	6.75	Promising	7	7	6	7	6	7	7	loser	0	
2026-03-17T07:13:07.001820	Incorporated_1x01_-_Pilot	openai	success	7.2	Exceptional	7	7	8	7	8	6	8	loser	0	
2026-03-17T07:13:42.448613	Insatiable_1x01_-_Pilot	openai	success	5.3	Competent	6	5	5	4	6	5	7	loser	0	
2026-03-17T07:14:11.663944	Inside_the_Box_1x01_-_Pilot	openai	success	4.75	Competent	4	6	5	5	4	5	3	loser	0	
2026-03-17T07:14:43.346419	Instinct_1x01_-_Pilot	openai	success	4.95	Competent	5	5	5	5	4	6	4	loser	0	
2026-03-17T07:15:14.609041	Intelligence_1x01_-_Pilot	openai	success	5.5	Competent	5	6	6	5	5	6	6	loser	0	
2026-03-17T07:15:43.491454	Into_the_Badlands_1x01_-_Pilot	openai	success	5.9	Promising	5	6	6	6	8	5	7	loser	0	
2026-03-17T16:02:22.091637	Invasion_1x01_-_Pilot	openai	success	4.85	Competent	4	5	5	5	6	5	5	loser	0	
2026-03-17T07:16:47.201242	Ironside_1x01_-_Pilot	openai	success	6.2	Promising	7	7	5	6	5	6	6	loser	0	
2026-03-17T07:17:21.255065	Jack_Ryan_1x01_-_Pilot	openai	success	4.7	Competent	4	5	5	5	6	4	4	loser	0	
2026-03-17T07:17:58.658135	Jane_by_Design_1x01_-_Pilot	openai	success	6.1	Promising	6	6	6	6	7	6	6	loser	0	
2026-03-17T07:18:31.898606	Jane_the_Virgin_1x01_-_Pilot	openai	success	7.8	Exceptional	8	8	7	8	8	7	9	loser	0	
2026-03-17T16:03:36.579429	Jean-Claude_Van_Johnson_1x01_-_Pilot	openai	success	7.0	Exceptional	7	7	6	7	8	7	8	loser	0	
2026-03-17T07:19:31.641260	Jennifer_Falls_1x01_-_Pilot	openai	success	5.4	Competent	6	6	5	5	4	6	4	loser	0	
2026-03-17T16:04:37.023405	Jericho_1x01_-_Pilot	openai	success	5.8	Promising	5	6	6	6	7	5	7	loser	0	
2026-03-17T07:20:18.973183	Joan_of_Arcadia_1x01_-_Pilot	openai	success	1.05	Generic	1	1	1	1	1	1	2	loser	0	
2026-03-17T18:31:12.862231	Kass_and_Makeup_1x01_-_Pilot	openai	success	0	Generic								loser	0	
2026-03-17T07:21:18.170510	Kevin_(Probably)_Saves_the_World_1x01_-_Pilot	openai	success	7.1	Exceptional	7	7	7	7	8	7	7	loser	0	
2026-03-17T07:21:41.269947	Kevin_Can_Wait_1x01_-_Pilot	openai	success	3.8	Generic	4	4	4	4	3	4	2	loser	0	
2026-03-17T07:22:07.636991	Kevin_From_Work_1x01_-_Pilot	openai	success	4.55	Competent	5	5	3	5	4	5	4	loser	0	
2026-03-17T07:22:41.396503	Kevin_Hill_1x01_-_Pilot	openai	success	5.45	Competent	5	6	6	5	5	6	5	loser	0	
2026-03-17T16:06:51.075485	Kidding_1x01_-_Pilot	openai	success	8.0	Exceptional	8	8	8	8	8	8	8	loser	0	
2026-03-17T07:23:41.298151	King_and_Maxwell_1x01_-_Pilot	openai	success	4.9	Competent	5	5	4	5	5	6	4	loser	0	
2026-03-17T07:24:06.898922	Kingdom_1x01_-_Pilot	openai	success	7.05	Exceptional	7	8	7	7	6	7	6	loser	0	
2026-03-17T07:24:36.957247	Kirstie_1x01_-_Pilot	openai	success	6.4	Promising	7	7	6	6	6	6	5	loser	0	
2026-03-17T07:24:48.408812	Knight_Rider_-_Pilot_(2008)	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:25:19.295167	Knightfall_1x01_-_Pilot	openai	success	5.2	Competent	4	6	6	5	6	5	5	loser	0	
2026-03-17T07:25:49.996438	Krypton_1x01_-_Pilot	openai	success	5.95	Promising	5	6	6	6	8	6	6	loser	0	
2026-03-17T07:26:04.452398	Kung-Fu_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T18:32:12.327396	LA_Law_1x01_-_Pilot	openai	success	5.8	Promising	6	6	6	5	6	6	5	winner	1	
2026-03-17T07:26:47.772335	LA_to_Vegas_1x01_-_Pilot	openai	success	4.55	Competent	4	5	4	5	5	5	4	loser	0	
2026-03-17T07:27:18.631851	LAs_Finest_1x01_-_Pilot	openai	success	5.1	Competent	4	6	5	6	4	6	5	loser	0	
2026-03-17T07:27:46.772543	Lady_Dynamite_1x01_-_Pilot	openai	success	7.45	Exceptional	8	7	7	8	7	7	8	loser	0	
2026-03-17T07:28:16.079387	Last_Man_Standing_1x01_-_Pilot	openai	success	4.3	Competent	4	5	5	4	3	5	3	loser	0	
2026-03-17T07:28:41.180450	Last_Man_on_Earth_1x01_-_Pilot_(As_Broadcast)	openai	success	7.45	Exceptional	8	7	7	8	7	7	8	loser	0	
2026-03-17T16:07:54.323000	Legends_1x01_-_Pilot	openai	success	5.85	Promising	5	7	6	6	6	5	6	loser	0	
2026-03-17T07:29:47.189669	Lethal_Weapon_1x01_-_Pilot	openai	success	5.55	Promising	5	6	6	6	4	6	6	loser	0	
2026-03-17T07:30:23.513696	Leverage_1x01_-_Pilot	openai	success	5.45	Competent	5	6	5	6	5	6	5	loser	0	
2026-03-17T07:30:43.403730	Life_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:31:16.893072	Life_In_Pieces_1x01_-_Pilot	openai	success	4.8	Competent	4	5	5	5	6	5	4	loser	0	
2026-03-17T07:31:47.485454	Life_Sentence_1x01_-_Pilot	openai	success	5.65	Promising	5	6	5	6	7	6	5	loser	0	
2026-03-17T07:32:00.515379	Life_Unexpected_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:32:33.590592	Lights_Out_1x01_-_Pilot	openai	success	6.0	Promising	5	7	7	6	5	6	6	loser	0	
2026-03-17T07:33:08.064266	Limetown_1x01_-_Pilot	openai	success	7.4	Exceptional	7	7	8	8	8	6	9	loser	0	
2026-03-17T07:33:39.331104	Limitless_1x01_-_Pilot	openai	success	6.0	Promising	6	6	6	6	6	6	6	loser	0	
2026-03-17T07:33:52.846902	Lipstick_Jungle_1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:34:24.798005	Living_Biblically_1x01_-_Pilot	openai	success	5.05	Competent	5	5	5	5	6	5	4	loser	0	
2026-03-17T07:34:35.508471	Living_With_Yourself_1x01_-_Episode_One	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:35:04.017874	Liza_On_Demand_1x01_-_Pilot	openai	success	5.85	Promising	6	6	5	6	6	7	4	loser	0	
2026-03-17T16:08:54.800134	Lodge_49_1x01_-_As_Above_So_Below	openai	success	7.3	Exceptional	7	8	7	8	7	7	6	loser	0	
2026-03-17T18:33:17.474309	Lone_Star_1x01_-_Pilot	openai	success	5.75	Promising	5	6	6	6	6	6	6	loser	0	
2026-03-17T07:36:47.446141	Longmire_1x01_-_Pilot	openai	success	6.55	Promising	7	7	6	7	6	6	5	loser	0	
2026-03-17T16:10:55.094257	Looking_For_Alaska_1x01_-_Famous_Last_Words	openai	success	6.3	Promising	6	7	6	7	5	7	5	loser	0	
2026-03-17T07:38:00.717393	Loosely_Exactly_Nicole_1x01_-_Pilot	openai	success	6.6	Promising	7	7	6	7	5	7	6	loser	0	
2026-03-17T07:38:44.568467	Love_1x01_-_Pilot	openai	success	6.65	Promising	6	7	7	7	6	7	7	loser	0	
2026-03-17T07:39:38.629557	Love_Bites_1x01_-_Pilot	openai	success	5.1	Competent	5	5	5	5	5	6	5	loser	0	
2026-03-17T07:39:59.961563	Love_is__1x01_-_Pilot	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:40:55.474285	Low_Winter_Sun_1x01_-_Pilot	openai	success	7.15	Exceptional	7	8	7	7	6	7	8	loser	0	
2026-03-17T07:41:45.030670	Lucifer_1x01_-_Pilot	openai	success	6.95	Promising	7	7	6	7	8	7	7	loser	0	
2026-03-17T07:42:40.939631	Lucky_7_1x01_-_Pilot	openai	success	5.75	Promising	5	6	6	6	7	5	6	loser	0	
2026-03-17T07:43:23.501624	Lying_Game_1x01_-_Pilot	openai	success	4.7	Competent	5	5	4	5	4	5	4	loser	0	
2026-03-17T07:43:51.427246	Mad_About_You_1x01_-_Pilot_(missing_p28)	openai	success	1.0	Generic	1	1	1	1	1	1	1	loser	0	
2026-03-17T07:44:39.069749	Mad_Dogs_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	7	6	7	8	loser	0	
2026-03-17T07:45:25.689137	Mad_Love_1x01_-_Pilot	openai	success	5.85	Promising	6	6	5	6	5	7	6	loser	0	
2026-03-17T07:46:29.923247	Madam_Secretary_1x01_-_Pilot	openai	success	5.5	Promising	4	7	6	6	5	6	4	loser	0	
2026-03-17T16:12:09.080902	Magic_City_1x01_-_Pilot	openai	success	6.75	Promising	6	7	7	7	8	6	7	loser	0	
2026-03-17T07:48:26.975150	Mailbu_Country_1x01_-_Pilot	openai	success	4.4	Competent	4	5	4	5	4	5	3	loser	0	
2026-03-17T18:34:18.177120	Making_History_1x01_-_Pilot	openai	success	6.05	Promising	7	6	5	5	6	7	6	loser	0	
2026-03-17T07:50:16.427675	Man_Seeking_Woman_1x01_-_Pilot	openai	success	7.95	Exceptional	9	7	7	8	9	7	9	loser	0	
2026-03-17T07:51:22.573970	Man_Up!_1x01_-_Pilot	openai	success	4.9	Competent	5	5	5	5	4	5	5	loser	0	
2026-03-17T07:52:12.247607	Man_With_A_Plan_1x01_-_Pilot	openai	success	5.2	Competent	5	6	5	5	4	6	5	loser	0	
2026-03-17T07:53:12.983016	Manhunt_-_Unabomber_1x01_-_Pilot	openai	success	7.5	Exceptional	8	8	7	7	6	8	8	loser	0	
2026-03-17T18:35:21.724964	Maniac_1x01_-_Reality_Test	openai	success	7.9	Exceptional	8	8	8	8	7	8	8	loser	0	
2026-03-17T07:54:52.711372	Manifest_1x01_-_Pilot	openai	success	5.9	Promising	5	6	6	6	8	5	7	loser	0	
2026-03-17T07:55:42.079237	Marco_Polo_1x01_-_Pilot	openai	success	5.95	Promising	5	6	6	6	8	6	6	loser	0	
2026-03-17T16:15:51.504843	Marlon_1x01_-_Pilot	openai	success	6.95	Promising	7	7	7	7	6	7	8	loser	0	
2026-03-17T07:57:20.189283	Married_1x01_-_Pilot	openai	success	5.45	Competent	5	6	6	6	4	5	6	loser	0	
2026-03-17T18:36:28.167702	Mash-Pilot-Episode-Script-flattened	openai	success	8.0	Exceptional	8	8	8	8	8	8	8	winner	1	
2026-03-17T07:58:55.711868	Matador_1x01_-_Pilot	openai	success	5.75	Promising	5	6	5	6	7	6	7	loser	0	
2026-03-17T07:59:44.993501	McMafia_1x01_-_Pilot	openai	success	6.3	Promising	5	7	7	6	7	7	6	loser	0	
2026-03-17T08:00:30.949931	Me,_Myself,_And_I__1x01_-_Pilot	openai	success	6.6	Promising	6	7	7	7	7	6	6	loser	0	
2026-03-17T16:16:50.942541	Medici_Masters_of_Florence_1x01_-_Pilot	openai	success	6.15	Promising	5	7	7	6	7	6	5	loser	0	
2026-03-17T08:02:38.121410	Meet_Jane_1x01_-_Pilot	openai	success	7.05	Exceptional	7	7	7	7	7	7	8	loser	0	
